,cart_id,customer_id,product_id,product_amount,product_price
841,8,1,4,12,$41.91
842,3,6,9,20,$18.08
843,1,9,10,9,$219.96
844,2,3,6,1,"$81,186.58"
845,7,4,1,18,$528.83
846,6,9,3,11,"$6,194.04"
847,2,0,5,17,"$70,574.39"
848,1,4,6,20,$0.00
849,8,5,2,20,$967.96
850,4,1,0,14,$827.44
851,6,5,6,10,$327.32
852,4,5,5,6,$504.79
853,1,10,4,2,"$98,477.96"
854,6,10,5,1,$43.54
855,9,4,4,12,$0.16
856,6,2,10,6,"$50,306.22"
857,7,6,10,2,$43.66
858,1,8,1,5,$0.23
859,7,3,10,2,"$90,686.44"
860,6,6,8,7,$503.05
861,5,7,7,15,"$39,972.27"
862,2,7,4,2,$0.93
863,2,3,7,17,$660.05
864,9,10,3,10,$14.71
865,9,2,7,6,$791.82
866,1,1,0,5,$68.56
867,7,2,5,7,$97.47
868,7,9,4,16,$80.01
869,0,2,4,2,$258.11
870,9,3,7,6,"$8,339.51"
871,6,2,4,4,"$55,331.06"
872,9,4,10,14,$7.08
873,10,5,2,14,"$68,426.50"
874,6,1,1,5,$8.90
875,1,6,4,2,$56.06
876,8,5,2,6,$87.74
877,2,9,6,11,$83.34
878,4,4,3,16,"$48,106.24"
879,1,8,2,20,$4.09
880,0,3,10,19,"$74,319.86"
881,3,2,7,9,$12.44
882,7,5,8,1,$444.19
883,0,2,4,14,"$8,876.10"
884,1,1,10,5,$742.65
885,1,10,6,14,$2.19
886,1,4,1,14,"$2,596.93"
887,3,1,3,7,"$7,119.67"
888,0,10,10,12,$95.00
889,8,1,10,14,$3.82
890,6,3,3,10,$1.56
891,8,2,0,12,"$32,353.30"
892,7,8,1,3,$830.95
893,6,4,6,16,$48.19
894,5,4,7,18,$493.44
895,10,4,7,3,"$8,852.84"
896,6,8,6,3,"$3,826.35"
897,2,0,6,16,"$1,085.86"
898,10,2,0,5,$934.45
899,3,5,5,6,"$8,261.16"
900,10,0,9,13,"$7,671.26"
901,4,10,10,8,"$59,759.41"
902,0,7,2,12,"$6,378.48"
903,2,7,9,8,$65.18
904,3,6,8,15,$4.03
905,9,7,8,7,"$2,889.22"
906,1,4,7,15,$257.39
907,3,4,5,6,$170.59
908,3,8,2,6,"$15,540.69"
909,7,0,4,11,"$1,416.47"
910,10,3,6,14,$519.88
911,4,6,8,19,"$6,691.80"
912,1,4,4,17,"$21,984.89"
913,9,10,2,4,$1.20
914,6,5,5,5,"$50,569.60"
915,5,7,5,6,"$7,890.30"
916,0,7,7,2,$80.54
917,4,6,5,6,$799.01
918,5,8,8,2,"$72,396.09"
919,10,0,0,19,"$2,989.22"
920,7,5,2,19,"$23,113.68"
921,10,4,1,19,$428.48
922,10,6,8,13,"$76,546.94"
923,6,6,6,4,"$5,009.50"
924,4,9,9,9,$237.03
925,0,10,1,17,$21.14
926,1,10,1,6,$45.39
927,9,6,3,14,"$33,595.60"
928,4,9,10,18,$8.94
929,7,3,0,8,"$8,343.11"
930,8,3,7,20,"$66,985.54"
931,0,8,10,2,$3.42
932,3,5,9,17,$1.33
933,8,1,3,15,"$5,176.67"
934,2,10,3,13,$136.59
935,6,10,9,10,$8.83
936,4,8,3,4,"$77,440.80"
937,5,7,1,12,$937.75
938,3,7,3,12,$232.04
939,2,7,7,8,"$38,847.43"
940,9,0,10,11,"$17,541.09"
941,6,10,8,19,$1.56
942,3,1,7,7,$26.71
943,7,0,9,19,$8.54
944,6,3,1,19,$394.92
945,5,3,4,15,$532.04
946,2,7,5,3,"$3,591.63"
947,2,6,8,13,$7.53
948,2,8,9,13,$13.06
949,8,5,1,3,$762.95
950,0,3,3,3,"$5,720.00"
951,2,2,2,1,$509.18
952,5,1,6,13,$77.62
953,4,9,6,4,$482.86
954,3,10,5,17,$187.71
955,8,8,8,15,$3.47
956,8,5,10,8,"$8,574.80"
957,1,0,9,4,$806.43
958,5,4,10,18,$8.06
959,2,6,2,2,"$4,956.75"
960,3,6,5,6,$423.45
961,7,9,5,15,$70.01
962,2,7,0,7,$1.03
963,6,3,10,2,"$4,909.57"
964,8,9,0,1,"$62,867.65"
965,5,8,8,7,"$9,197.86"
966,9,4,9,14,"$9,037.98"
967,7,8,9,1,$5.74
968,2,1,3,3,"$32,619.30"
969,3,6,1,1,$55.98
970,6,8,6,17,$19.05
971,2,9,2,14,"$5,994.95"
972,6,4,8,19,$5.45
973,6,9,10,11,$95.88
974,10,1,1,14,"$8,063.16"
975,4,5,0,5,$8.47
976,1,7,9,5,"$5,107.68"
977,4,10,0,6,"$39,887.95"
978,4,1,1,8,$5.60
979,5,8,3,20,$0.68
980,10,5,2,6,$2.15
981,4,5,9,7,$145.00
982,0,2,3,19,"$1,635.59"
983,0,1,0,1,$55.52
984,2,1,9,19,$84.93
985,3,9,9,20,"$46,082.71"
986,4,10,1,2,$5.20
987,4,8,4,10,$98.69
988,2,5,9,11,"$2,208.05"
989,1,1,9,15,$754.85
990,8,1,7,15,$52.78
991,1,4,0,16,"$86,173.31"
992,5,2,0,12,$61.91
993,3,5,2,18,"$28,163.60"
994,10,0,9,18,$5.99
995,1,2,1,11,"$97,526.76"
996,7,10,9,3,"$82,940.06"
997,6,10,5,17,"$9,881.46"
998,8,10,8,9,$88.03
999,4,7,4,15,$6.88
